date,countryId,countryName,totalConfirmed,newConfirmed,totalFatalities,newFatalities,transmissionClassification,daysSinceReported,regionName,isTerritory,updateTime
2020-01-21,US,United States of America,5.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-22,US,United States of America,5.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-23,US,United States of America,5.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-24,US,United States of America,6.0,1.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-25,US,United States of America,6.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-26,US,United States of America,9.0,3.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-27,US,United States of America,9.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-28,US,United States of America,9.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-29,US,United States of America,9.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-30,US,United States of America,10.0,1.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-01-31,US,United States of America,11.0,1.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-01,US,United States of America,12.0,1.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-02,US,United States of America,12.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-03,US,United States of America,15.0,3.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-04,US,United States of America,15.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-05,US,United States of America,15.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-06,US,United States of America,16.0,1.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-07,US,United States of America,16.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-08,US,United States of America,16.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-09,US,United States of America,16.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-10,US,United States of America,16.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-11,US,United States of America,17.0,1.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-12,US,United States of America,17.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-13,US,United States of America,19.0,2.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-14,US,United States of America,19.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-15,US,United States of America,19.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-16,US,United States of America,19.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-17,US,United States of America,19.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-18,US,United States of America,19.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-19,US,United States of America,19.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-20,US,United States of America,19.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-21,US,United States of America,38.0,19.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-22,US,United States of America,39.0,1.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-23,US,United States of America,39.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-24,US,United States of America,57.0,18.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-25,US,United States of America,57.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-26,US,United States of America,63.0,6.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-27,US,United States of America,63.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-28,US,United States of America,66.0,3.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-02-29,US,United States of America,66.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-01,US,United States of America,66.0,0.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-02,US,United States of America,68.0,2.0,0.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-03,US,United States of America,112.0,44.0,2.0,2.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-04,US,United States of America,133.0,21.0,5.0,3.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-05,US,United States of America,133.0,0.0,9.0,4.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-06,US,United States of America,217.0,84.0,11.0,2.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-07,US,United States of America,217.0,0.0,11.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-08,US,United States of America,217.0,0.0,11.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-09,US,United States of America,476.0,259.0,19.0,8.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-10,US,United States of America,700.0,224.0,25.0,6.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-11,US,United States of America,700.0,0.0,25.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-12,US,United States of America,991.0,291.0,29.0,4.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-13,US,United States of America,1268.0,277.0,36.0,7.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-14,US,United States of America,1682.0,414.0,41.0,5.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-15,US,United States of America,1718.0,36.0,41.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-16,US,United States of America,1718.0,0.0,41.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-17,US,United States of America,3540.0,1822.0,58.0,17.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-18,US,United States of America,7091.0,3551.0,100.0,42.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-19,US,United States of America,10442.0,3351.0,150.0,50.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-20,US,United States of America,15219.0,4777.0,201.0,51.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-21,US,United States of America,15219.0,0.0,201.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-22,US,United States of America,15219.0,0.0,201.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-23,US,United States of America,31573.0,16354.0,402.0,201.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-24,US,United States of America,51914.0,20341.0,673.0,271.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-25,US,United States of America,51914.0,0.0,673.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-26,US,United States of America,68334.0,16420.0,991.0,318.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-27,US,United States of America,68334.0,0.0,991.0,0.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-28,US,United States of America,85228.0,16894.0,1243.0,252.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-29,US,United States of America,103321.0,18093.0,1668.0,425.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-30,US,United States of America,122653.0,19332.0,2112.0,444.0,,,AMRO,,2020-12-13 03:21:59.858
2020-03-31,US,United States of America,140640.0,17987.0,2398.0,286.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-01,US,United States of America,163199.0,22559.0,2850.0,452.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-02,US,United States of America,187302.0,24103.0,3846.0,996.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-03,US,United States of America,213600.0,26298.0,4793.0,947.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-04,US,United States of America,241703.0,28103.0,5854.0,1061.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-05,US,United States of America,273808.0,32105.0,7020.0,1166.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-06,US,United States of America,307318.0,33510.0,8358.0,1338.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-07,US,United States of America,333811.0,26493.0,9559.0,1201.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-08,US,United States of America,363321.0,29510.0,10845.0,1286.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-09,US,United States of America,395030.0,31709.0,12740.0,1895.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-10,US,United States of America,425889.0,30859.0,14665.0,1925.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-11,US,United States of America,461275.0,35386.0,16596.0,1931.0,,,AMRO,,2020-12-13 03:21:59.858
2020-04-12,US,United States of America,492881.0,31606.0,18516.0,1920.0,,,AMRO,,2020-12-13 03:21:59.858
